"","Ecode","Authority","Class","...4","1. Council Tax Requirement for billing authority including special expenses, local precepts and Adult Social Care Precept.","...6","2. Parish precepts","...8","3. Council Tax Requirement for billing authority (including special expenses and Adult Social Care precept, but excluding local precepts)","...10","3a. Levies and special levies","...12","4. Tax base (after council tax reduction scheme)","...14","5. Estimated collection rate (%)","...16","6. Tax base adjustment (contributions in lieu of Class O exempt dwellings)","...18","7. Council tax base for council tax setting purposes","...20","8. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and local precepts)","...22","9. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and excluding local precepts)","...24","10. Total Adult Social Care precept","11a. Adult Social Care precept element of the 2017-18 Average (Band D 2 Adult equivalent) council tax (£)","11b. Adult Social Care precept as a percentage of the 2016-17 Average Band D 2 Adult equivalent council tax, excluding local precepts, (maximum 2%)","12. Is the council tax your authority set subject to a referendum?","13. Are one or more precepting authorities in your area holding a referendum?","14. Average council tax of major precepting authorities in the billing authority's area","...31","...32","15. Average (Band D 2 adult equivalent) council tax for area of the billing authority including both local and major precepts.  (Lines 8+ 14(a) + 14(b) + 14(c))","16. All parishes that exist in the authority's area in 2016-17 (whether they set a precept or not)","...35","17. Charter Trustees in the authority's area - 2016-17","...37","18. Precepting parishes, Charter Trustees and Temples in the authority's area setting a precept in 2016-17","...39"
"1",NA,NA,NA,NA,"2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18",NA,NA,NA,NA,NA,"County or GLA","Police","Fire",NA,"Number","CTB","Number","Tax Base","Number","Tax Base"
"267","E1635","Stroud","SD",NA,"11178619","11685076","3143011","3330955","8035608","8354121","0","0","42790.34","43349.56","98.5","98.5","0","0","42148.5","42699.3","265.22000000000003","273.66000000000003","190.65","195.65","0",0,0,"No","No","1179.26","214.49","0","1667.41","52","42699.3","0","0","50","42628.2"
"268","E3536","Suffolk Coastal","SD",NA,"10125839","10632749","2820479","2967063","7305360","7665686","69060","93483","48364.41","49151.839999999997","98.75","98.75","185","189.3","47944.9","48726.7","211.2","218.21","152.37","157.32","0",0,0,"No","No","1183.5","176.85","0","1578.56","118","48726.7","0","0","94","48423.8"
"269","E4505","Sunderland","MD",NA,"83362501","89914019","47037","50875","83315464","89863144","16395850","15854426","68934.7","70458.899999999994","98","98.5","0","0","67556","69402","1233.98","1295.55","1233.28","1294.82","2567874",37,3,"No","No","0","98.33","77.62","1471.5","1","3589","0","0","1","3589"
"270","E3638","Surrey Heath","SD",NA,"8139434","8432285","537437","557575","7601997","7874710","176000","176000","36982.400000000001","37397.1","98.5","98.5","462.5","481.9","36890.199999999997","37318","220.64","225.96","206.07","211.02","0",0,0,"No","No","1331.55","224.57","0","1782.08","4","13507.5","0","0","4","13507.5"
"271","E5048","Sutton","OLB",NA,"85390825","89928144","0","0","85390825","89928144","620833","606111","71282","72189.3","99","99","0","0","70569.2","71467.399999999994","1210.03","1258.31","1210.03","1258.31","1729511",24.1999988806085,2,"No","No","280.02","0","0","1538.33","0","0","0","0","0","0"
"272","E2241","Swale","SD",NA,"8069026","8568999","1038628","1099953","7030398","7469046","326840","782840","44448.1","45785.2","98.9","98.94","0","0","43959.199999999997","45299.9","183.56","189.16","159.93","164.88","0",0,0,"No","No","1178.82","157.15","73.349999999999994","1598.48","40","27453.200000000001","0","0","35","27407.1"
"273","E3901","Swindon","UA",NA,"85109095","96629136","2223020","7097585","82886075","89531551","158100","162318","70869.099999999991","72545.5","98","98.5","94.1","94.1","69545.8","71551.399999999994","1223.78","1350.49","1191.82","1251.29","2558291.69",35.7546000497544,3,"No","No","0","170.27","70.59","1591.35","20","71551.399999999994","0","0","19","71503.299999999988"
"274","E4208","Tameside","MD",NA,"74337766","80491000","31000","31000","74306766","80460000","29061605","29168112","61020.53","61954.9","95","96.5","0","0","57969.5","59786.5","1282.3599999999999","1346.31","1281.83","1345.79","2298791",38.4500012544638,3,"No","No","0","162.30000000000001","59.95","1568.56","1","3238.7","0","0","1","3238.7"
"275","E3439","Tamworth","SD",NA,"3381222","3517258","0","0","3381222","3517258","0","0","21352.5","21545.200000000001","97.899999999999991","97.899999999999991","0","0","20904","21093","161.75","166.75","161.75","166.75","0",0,0,"No","No","1142.54","181.16","71.56","1562.01","0","0","0","0","0","0"
"276","E3639","Tandridge","SD",NA,"8133157","8485739","790257","838039","7342900","7647700","0","0","37230.5","37823.699999999997","99.3","99.3","0","0","36969.9","37558.9","219.99","225.93","198.62","203.62","0",0,0,"No","No","1331.55","224.57","0","1782.05","22","37558.9","0","0","21","37786.300000000003"
"277","E3333","Taunton Deane","SD",NA,"6334397","6877088","640316","721233","5694081","6155855","19860","23860","39766.5","41361.89","98","98.5","101.7","101.7","39072.9","40843.199999999997","162.12","168.38","145.72999999999999","150.72","0",0,0,"No","No","1124.79","181.81","81.569999999999993","1556.55","50","25876.3","0","0","42","25610.2"
"278","E1137","Teignbridge","SD",NA,"10063735","10629975","2802245","3003641","7261490","7626334","0","0","47268.1","48093.3","99","99","1.6","1.6","46797","47614","215.05","223.25","155.16999999999999","160.16999999999999","0",0,0,"No","No","1267.92","176.28","81.569999999999993","1749.02","50","47614","0","0","46","47373.2"
"279","E3201","Telford and the Wrekin","UA",NA,"59130115","63413145","3489389","4003073","55640726","59410072","55218","57218","47376.2","48900.5","98.75","99","201.3","201.3","46985.3","48612.800000000003","1258.48","1304.45","1184.21","1222.0999999999999","1151355",23.6841942862785,2,"No","No","0","189.6","94.52","1588.57","29","48612.800000000003","0","0","28","48575.3"
"280","E1542","Tendring","SD",NA,"8294063","8829023","1439263","1599733","6854800","7229290","0","0","46633.8","47326.6","96.3","96.899999999999991","0","0","44908.3","45859.5","184.69","192.52","152.63999999999999","157.63999999999999","0",0,0,"No","No","1163.7","157.05000000000001","69.03","1582.3","27","29326.2","0","0","27","29326.2"
"281","E1742","Test Valley","SD",NA,"7747418","8150482","1343687","1403513","6403731","6746969","0","0","46375.6","47264.800000000003","98.5","98.5","759","759.3","46439","47315.1","166.83","172.26","137.9","142.6","0",0,0,"No","No","1133.0999999999999","165.46","63.84","1534.6599999999999","58","47315","0","0","51","47079"
"282","E1636","Tewkesbury","SD",NA,"5022699","5363249","1702503","1807702","3320196","3555547","0","0","31827.4","32540.400000000001","98.5","98.5","465","460","31815","32512.3","157.87","164.96","104.36","109.36","0",0,0,"No","No","1179.26","214.49","0","1558.71","50","32512.3","0","0","47","32311.1"
"283","E2242","Thanet","SD",NA,"9891514","10632810","1146294","1383190","8745220","9249620","81164","82779","41816.21","43233.2","97.25","97.25","24.3","24.3","40690.6","42068.6","243.09","252.75","214.92","219.87","0",0,0,"No","No","1178.82","157.15","73.349999999999994","1662.07","10","29854.400000000001","1","12214.2","11","42068.6"
"284","E1938","Three Rivers","SD",NA,"7607660","8021780","1670003","1824377","5937657","6197403","0","0","37600.300000000003","38048.6","99","99","143","144","37367.300000000003","37812.1","203.59","212.15","158.9","163.9","0",0,0,"No","No","1245.83","152","0","1609.98","6","34041.9","0","0","6","34041.9"
"285","E1502","Thurrock","UA",NA,"57135138","61682537","0","0","57135138","61682537","0","0","49475","50795","98.748999999999995","99","0","0","48856.1","50287.1","1169.46","1226.6099999999999","1169.46","1226.6099999999999","1763062.2200000002",35.0599302803303,3,"No","No","0","157.05000000000001","69.03","1452.6899999999998","0","0","0","0","0","0"
"286","E2243","Tonbridge and Malling","SD",NA,"11399072","12319663","2230015","2665633","9169057","9654030","391109","394811","48452.87","49724.2","98.3","98.3","0","0","47629.2","48878.9","239.33","252.04","192.51","197.51","0",0,0,"No","No","1178.82","157.15","73.349999999999994","1661.36","27","35469.9","0","0","27","35469.9"
"287","E1102","Torbay","UA",NA,"56864904","60906457","233848","253972","56631056","60652485","89500","103500","44979.9","45884.604166666672","96","96","0","0","43180.7","44049.2","1316.91","1382.69","1311.49","1376.93","1732900",39.3401015228426,3,"No","No","0","176.28","81.569999999999993","1640.54","1","5900.8","0","0","1","5900.8"
"288","E1139","Torridge","SD",NA,"4536905","4867679","1153280","1268928","3383625","3598751","0","0","23107.41","23656.799999999999","98.5","99","0","0","22760.799999999999","23420.2","199.33","207.84","148.66","153.66","0",0,0,"No","No","1267.92","176.28","81.569999999999993","1733.61","64","23420.2","0","0","50","23179.06"
"289","E5020","Tower Hamlets","ILB",NA,"76884529","85836371","0","0","76884529","85836371","1739946","1793001.92","86075.3","91529.9","97","97","0","0","83493","88784","920.85","966.8","920.85","966.8","2452702",27.6254955847901,3,"No","No","280.02","0","0","1246.82","0","0","0","0","0","0"
"290","E4209","Trafford","MD",NA,"83312644","88713994","66088","83973","83246556","88630021","30598956","31906052","74552.2","75601.2","99.050000000000011","99.050000000000011","0","0","73844","74883","1128.22","1184.7","1127.33","1183.58","2532543",33.81999919875,3,"No","No","0","162.30000000000001","59.95","1406.95","4","2030","0","0","3","1907"
"291","E2244","Tunbridge Wells","SD",NA,"9195723","9800080","2072608","2306480","7123115","7493600","228670","233800","44111.9","45034","98.7","98.7","0","0","43538.400000000001","44448.6","211.21","220.48","163.61000000000001","168.59","0",0,0,"No","No","1178.82","157.15","73.349999999999994","1629.8","16","25576.46","0","0","16","25576.5"
"292","E1544","Uttlesford","SD",NA,"7546531","7920415","2718947","2885794","4827584","5034621","0","0","34696.6","35443.74","98.7","98.8","205.3","205.33","34450.800000000003","35223.699999999997","219.05","224.86","140.13","142.93","0",0,0,"No","No","1163.7","157.05000000000001","69.03","1614.6399999999999","57","35223.699999999997","0","0","54","35067.4"
"293","E3134","Vale of White Horse","SD",NA,"8982738","9652462","3360976","3640246","5621762","6012216","0","0","48015.4","49242.2","98","98","1121.8","1148.5999999999999","48176.9","49406","186.45","195.37","116.69","121.69","0",0,0,"No","No","1345.59","170.28","0","1711.24","68","49406","0","0","63","49154"
"294","E4705","Wakefield","MD",NA,"116147438","124240374","3047024","3127337","113100414","121113037","15833163","15694847","96045.1","97961","97.5","97.5","0","0","93644","95512","1240.31","1300.78","1207.77","1268.04","3460696",36.233101599799,3,"No","No","0","150.94999999999999","60.9","1512.63","25","36295","0","0","24","36275"
